Member already added to program,Uczestnik już dodany do programu,
Member Consent,Zgoda uczestnika,
members,uczestnicy,
Members,Uczestnicy,
Member updated,Uczestnik zaktualizowany,
Message,Wiadomość,
Message is required,Wiadomość jest wymagana,
Meta description,Meta opis,
Meta Description,Meta opis,
Meta Image,Meta obraz,
Meta keywords,Meta słowa kluczowe,
Meta Keywords,Meta słowa kluczowe,
Meta Tags,Meta tagi,
minutes,minuty,
Moderator,Moderator,
Modified,Zmodyfikowano,
Monetization,Monetyzacja,
month ago,miesiąc temu,
months ago,miesięcy temu,
More,Więcej,
My availability,Moja dostępność,
My Batches,Moje grupy,
My calendar,Mój kalendarz,
My Courses,Moje kursy,
My Notes,Moje notatki,
My Profile,Mój profil,
Name,Nazwa,
Navigation,Nawigacja,
New,Nowy,
New {0},Nowy {0},
New Batch,Nowa grupa,
New Coupon,Nowy kupon,
New Course,Nowy kurs,
New Email Template,Nowy szablon e-mail,
New Google Meet Account,Nowe konto Google Meet,
New Job,Nowa oferta pracy,
New Lab Connection,Nowe połączenie laboratorium,
New lesson,Nowa lekcja,
New Payment Gateway,Nowa bramka płatnicza,
New Question,Nowe pytanie,
New Zoom Account,Nowe konto Zoom,
Next,Następny,
No {0} Found,Nie znaleziono {0},
No announcements have been made yet for this batch,Brak ogłoszeń dla tej grupy,
No assessments added to this batch,Brak ocen w tej grupie,
No Assignments,Brak zadań,
No changes to save,Brak zmian do zapisania,
No chapters yet,Brak rozdziałów,
No coupons selected for deletion,Nie wybrano kuponów do usunięcia,
No courses added to this batch,Brak kursów w tej grupie,
No courses added yet.,Nie dodano jeszcze kursów.,
No courses created,Nie utworzono kursów,
No evaluation criteria added yet.,Nie dodano jeszcze kryteriów oceny.,
No feedback received yet.,Nie otrzymano jeszcze opinii.,
No introduction,Brak wprowadzenia,
No live classes scheduled,Brak zaplanowanych zajęć na żywo,
No members added yet.,Nie dodano jeszcze uczestników.,
No members found.,Nie znaleziono uczestników.,
No programs found in this category.,Nie znaleziono programów w tej kategorii.,
No questions added yet,Nie dodano jeszcze pytań,
No Quiz submissions found,Nie znaleziono zgłoszeń quizu,
No quizzes added yet.,Nie dodano jeszcze quizów.,
No read notifications,Brak przeczytanych powiadomień,
No results found,Nie znaleziono wyników,
No roles configured — will use System Manager.,Brak skonfigurowanych ról — zostanie użyty System Manager.,
No slots available for the selected course.,Brak dostępnych slotów dla wybranego kursu.,
No statistics available for this video.,Brak statystyk dla tego wideo.,
No steps added yet.,Nie dodano jeszcze kroków.,
No students in this batch,Brak studentów w tej grupie,
No submissions,Brak zgłoszeń,
No Submissions,Brak zgłoszeń,
Notes,Notatki,
Nothing to preview yet…,Brak podglądu…,
No thumbnail,Brak miniatury,
Notifications you have read will appear here.,Tutaj pojawią się przeczytane powiadomienia.,
Not Permitted,Brak uprawnień,
Not Saved,Nie zapisano,
Not yet open for enrollment.,Zapisy jeszcze nie są otwarte.,
No unread notifications,Brak nieprzeczytanych powiadomień,
Number of seats available,Liczba dostępnych miejsc,
Number of Students,Liczba studentów,
of,z,
Offline,Offline,
Onboarding and educating my users/community,Wdrażanie i edukacja moich użytkowników/społeczności,
On demand course video,Wideo kursu na żądanie,
Online,Online,
Only {0} file is allowed.,Dozwolony jest tylko {0} plik.,
Only document file of type .doc or .docx are allowed.,Dozwolone są tylko dokumenty .doc lub .docx.,
Only PDF files are allowed.,Dozwolone są tylko pliki PDF.,
Only show assignments from the current course,Pokaż tylko zadania z bieżącego kursu,
Only show batches that offer a certificate,Pokaż tylko grupy oferujące certyfikat,
Only show courses that offer a certificate,Pokaż tylko kursy oferujące certyfikat,
Only zip files are allowed,Dozwolone są tylko pliki ZIP,
Only ZIP files are allowed.,Dozwolone są tylko pliki ZIP.,
On site,Na miejscu,
On-site,Na miejscu,
Open,Otwórz,
Open the ,Otwórz ,
Open to,Otwarty na,
Open to Work,Otwarty na pracę,
Option,Opcja,
(optional — opens a pre-filled form in the lab system window),(opcjonalne — otwiera wypełniony formularz w oknie systemu laboratoryjnego),
Options,Opcje,
Order ID,ID zamówienia,
Original Amount,Kwota oryginalna,
Other,Inne,
others,inni,
Our Popular Courses,Nasze popularne kursy,
Our Upcoming Batches,Nadchodzące grupy,
Oversee all users content and system settings,Zarządzaj wszystkimi użytkownikami treścią i ustawieniami systemu,
Overview,Przegląd,
Owner,Właściciel,
Page deleted successfully,Strona usunięta pomyślnie,
Paid Batch,Płatna grupa,
Paid certificate,Płatny certyfikat,
Paid course,Płatny kurs,
PAN,PAN,
PAN Number,Numer PAN,
Params (JSON),Parametry (JSON),
Part Time,Część etatu,
Passed,Zaliczone,
Passing,Próg zaliczenia,
Passing %,Próg zaliczenia %,
Passing Percentage,Próg zaliczenia,
Path,Ścieżka,
Payment,Płatność,
Payment Details,Szczegóły płatności,
Payment for ,Płatność za ,
Payment for Certificate,Płatność za certyfikat,
Payment For Certificate,Płatność za certyfikat,
Payment For Document,Płatność za dokument,
Payment For Document Type,Płatność za typ dokumentu,
Payment gateways deleted successfully,Bramki płatnicze usunięte pomyślnie,
Payment ID,ID płatności,
Payment Received,Płatność otrzymana,
Pending,Oczekujące,
People,Osoby,
Percentage,Procent,
Phone Number,Numer telefonu,
Please complete the previous course to unlock this one.,Ukończ poprzedni kurs aby odblokować ten.,
Please enroll for this course to view this lesson,Zapisz się na kurs aby zobaczyć tę lekcję,
Please enter a coupon code,Wprowadź kod kuponu,
Please enter a title.,Wprowadź tytuł.,
Please enter a valid time in the format HH:mm.,Wprowadź poprawną godzinę w formacie HH:mm.,
Please enter a valid timestamp,Wprowadź poprawną sygnaturę czasową,
Please fill the mandatory fields: {0},Wypełnij obowiązkowe pola: {0},
Please let us know where you heard about us from.,Powiedz nam skąd dowiedziałeś się o nas.,
Please login to access the quiz.,Zaloguj się aby przystąpić do quizu.,
Please make sure to schedule your evaluation before this date.,Zaplanuj ocenę przed tą datą.,
Please provide an answer or upload a file before submitting.,Podaj odpowiedź lub prześlij plik przed wysłaniem.,
Please provide your consent to proceed with the payment,Wyraź zgodę aby przejść do płatności,
Please provide your consent to proceed with the payment.,Wyraź zgodę aby przejść do płatności.,
Please run the code to execute the test cases.,Uruchom kod aby wykonać przypadki testowe.,
Please select a course,Wybierz kurs,
Please select a course to view available slots.,Wybierz kurs aby zobaczyć dostępne sloty.,
Please select a date.,Wybierz datę.,
Please select a duration.,Wybierz czas trwania.,
Please select a future date and time.,Wybierz przyszłą datę i godzinę.,
Please select a member,Wybierz uczestnika,
Please select an option,Wybierz opcję,
Please select a payment for the purchased certificate.,Wybierz płatność za zakupiony certyfikat.,
Please select a quiz,Wybierz quiz,
Please select a slot for your evaluation.,Wybierz slot dla swojej oceny.,
Please select a student to enroll.,Wybierz studenta do zapisania.,
Please select a time.,Wybierz godzinę.,
Please select a timezone.,Wybierz strefę czasową.,
Please upload a SCORM package,Prześlij pakiet SCORM,
Points,Punkty,
Possibilities,Możliwości,
Possibility,Możliwość,
Post,Opublikuj,
Postal Code,Kod pocztowy,
Powered by Frappe Learning,Obsługiwane przez Frappe Learning,
Prefix used for generated company names,Prefiks używany dla generowanych nazw firm,
Press enter to search,Naciśnij Enter aby wyszukać,
Preview,Podgląd,
Preview Video,Podgląd wideo,
Previous,Poprzedni,
Pricing and certification,Ceny i certyfikacja,
Problem Statement,Treść zadania,
Proceed to Payment,Przejdź do płatności,
Profile Image,Zdjęcie profilowe,
Program,Program,
Program created successfully,Program utworzony pomyślnie,
Program deleted successfully,Program usunięty pomyślnie,
Program Member,Uczestnik programu,
Programming Exercise,Ćwiczenie programistyczne,
Programming Exercise created successfully,Ćwiczenie programistyczne utworzone pomyślnie,
Programming Exercise deleted successfully,Ćwiczenie programistyczne usunięte pomyślnie,
Programming Exercise Progress,Postęp ćwiczenia programistycznego,
Programming Exercises,Ćwiczenia programistyczne,
Programming Exercise Submission,Zgłoszenie ćwiczenia,
Programming Exercise Submissions,Zgłoszenia ćwiczeń,
Programming Exercise updated successfully,Ćwiczenie programistyczne zaktualizowane pomyślnie,
Programs,Programy,
Program updated successfully,Program zaktualizowany pomyślnie,
Progress (%),Postęp (%),
Progress Distribution,Rozkład postępu,
Progress of students in courses and assessments,Postęp studentów w kursach i ocenach,
Progress Summary,Podsumowanie postępu,
Progress Summary for {0},Podsumowanie postępu dla {0},
Publish,Opublikuj,
Published,Opublikowane,
Published Courses,Opublikowane kursy,
Purchased Certificate,Zakupiony certyfikat,
Question,Pytanie,
Question {0},Pytanie {0},
Question added successfully,Pytanie dodane pomyślnie,
question_detail,szczegóły_pytania,
Questions,Pytania,
Questions deleted successfully,Pytania usunięte pomyślnie,
Questions marked for review,Pytania oznaczone do przeglądu,
Question updated successfully,Pytanie zaktualizowane pomyślnie,
Quiz,Quiz,
Quiz created successfully,Quiz utworzony pomyślnie,
Quiz Progress,Postęp quizu,
Quiz Submission,Zgłoszenie quizu,
Quiz Submissions,Zgłoszenia quizu,
Quiz Summary,Podsumowanie quizu,
Quiz topic,Temat quizu,
Quiz topics,Tematy quizu,
Quiz updated successfully,Quiz zaktualizowany pomyślnie,
Quizzes,Quizy,
Quizzes deleted successfully,Quizy usunięte pomyślnie,
Quizzes in this video,Quizy w tym wideo,
Randomize the order of questions for each attempt.,Losuj kolejność pytań dla każdego podejścia.,
rating,ocena,
Rating,Ocena,
Redemption Count,Liczba realizacji,
Redemptions Count,Liczba realizacji,
Register Now,Zarejestruj się teraz,
Related Courses,Powiązane kursy,
Remote,Zdalny,
Remove,Usuń,
Remove Highlight,Usuń wyróżnienie,
Remove row,Usuń wiersz,
Remove the image to pick a color instead.,Usuń obraz aby wybrać kolor.,
Replace,Zastąp,
Reply cannot be empty.,Odpowiedź nie może być pusta.,
Reply To,Odpowiedź do,
Reply To is required,Pole „Odpowiedź do" jest wymagane,
Required for Equals/Contains/Greater/Less comparisons,Wymagane dla porównań Równa się/Zawiera/Większe/Mniejsze,
Resume Video,Wznów wideo,
Resume where you left off,Wznów od miejsca gdzie skończyłeś,
Review,Recenzja,
Review and update the details of this payment.,Przejrzyj i zaktualizuj szczegóły tej płatności.,
Roles,Role,
Roles assigned to the student on the external system. Defaults to System Manager.,Role przypisane studentowi w zewnętrznym systemie. Domyślnie: System Manager.,
Role updated successfully,Rola zaktualizowana pomyślnie,
Run,Uruchom,
Running,Uruchamianie,
Save,Zapisz,
saving...,zapisywanie...,
Schedule,Harmonogram,
Schedule an evaluation to get certified.,Zaplanuj ocenę aby uzyskać certyfikat.,
Schedule your evaluation,Zaplanuj swoją ocenę,
School / University Admin,Administrator szkoły/uczelni,
Score,Wynik,
SCORM Package,Pakiet SCORM,
Search,Szukaj,
Search...,Szukaj...,
Search by Member,Szukaj według uczestnika,
Search by name,Szukaj według nazwy,
Search by Name,Szukaj według nazwy,
Search by Title,Szukaj według tytułu,
Search for ,Szukaj ,
Search for an icon,Szukaj ikony,
Seat Count,Liczba miejsc,
Seat Left,Pozostałe miejsce,
Seats Left,Pozostałe miejsca,
section,sekcja,
sections,sekcje,
See all,Zobacz wszystkie,
See less,Pokaż mniej,
See more,Pokaż więcej,
Select a lesson on the right to start editing.,Wybierz lekcję po prawej stronie aby rozpocząć edycję.,
Select an Assignment,Wybierz zadanie,
Select a Programming Exercise,Wybierz ćwiczenie programistyczne,
Select a question,Wybierz pytanie,
Select a quiz,Wybierz quiz,
Select category,Wybierz kategorię,
Select currency,Wybierz walutę,
Select Date,Wybierz datę,
Select evaluator,Wybierz oceniającego,
Select from questions you have already created,Wybierz z już utworzonych pytań,
Select instructors,Wybierz instruktorów,
Select Payment Gateway,Wybierz bramkę płatniczą,
Select related courses,Wybierz powiązane kursy,
Select timezone,Wybierz strefę czasową,
Self enrollment,Samodzielny zapis,
Selling courses and earning income,Sprzedaż kursów i zarabianie,
Send,Wyślij,
Send Email,Wyślij e-mail,
Send Email to {0},Wyślij e-mail do {0},
Session,Sesja,
Session Duration (minutes),Czas trwania sesji (minuty),
Session End Time,Czas zakończenia sesji,
Session (min),Sesja (min),
Session refreshed successfully,Sesja odświeżona pomyślnie,
Session Start Time,Czas rozpoczęcia sesji,
Set Color,Ustaw kolor,
Set the name of your brand. Appears in the left sidebar.,Ustaw nazwę marki. Pojawia się w lewym pasku bocznym.,
Settings,Ustawienia,
Setting up,Konfigurowanie,
Setting up payment gateway,Konfigurowanie bramki płatniczej,
Share on,Udostępnij na,
Short description,Krótki opis,
Short Description,Krótki opis,
Short description of the batch,Krótki opis grupy,
Short introduction,Krótkie wprowadzenie,
Show Answers,Pokaż odpowiedzi,
Show Submission History,Pokaż historię zgłoszeń,
Shuffle Questions,Losuj pytania,
Skip,Pomiń,
Slot added successfully,Slot dodany pomyślnie,
Slot deleted successfully,Slot usunięty pomyślnie,
Slots,Sloty,
Software Developer,Programista,
Sold Out,Wyprzedane,
Sort by,Sortuj według,
Source,Źródło,
Standard Frappe filter format. Placeholders above are replaced at evaluation time.,Standardowy format filtrów Frappe. Placeholdery są zastępowane w czasie oceny.,
Start,Start,
Start Date,Data rozpoczęcia,
Start Learning,Rozpocznij naukę,
Start the Quiz,Rozpocznij quiz,
Start Time,Czas rozpoczęcia,
State/Province,Województwo/Stan,
Statistics,Statystyki,
Status,Status,
Status/Percentage,Status/Procent,
Step — numbered task with checkbox,Krok — ponumerowane zadanie z polem wyboru,
Steps,Kroki,
Step title is required,Tytuł kroku jest wymagany,
Student,Student,
Student Details,Szczegóły studenta,
Student enrolled successfully,Student zapisany pomyślnie,
Student Progress,Postęp studenta,
students,studenci,
Students,Studenci,
Student's login,Login studenta,
Student's login on the external system,Login studenta w zewnętrznym systemie,
Student's password on the external system,Hasło studenta w zewnętrznym systemie,
Subject,Temat,
Subject is required,Temat jest wymagany,
Submission,Zgłoszenie,
Submission by,Zgłoszenie przez,
Submissions,Zgłoszenia,
Submission saved!,Zgłoszenie zapisane!,
Submissions deleted successfully,Zgłoszenia usunięte pomyślnie,
Submission Type,Typ zgłoszenia,
Submit,Prześlij,
Submit and Continue,Prześlij i kontynuuj,
Submit Feedback,Prześlij opinię,
Successfully enrolled in program,Pomyślnie zapisano do programu,
Summary,Podsumowanie,
Supports YouTube and Vimeo.,Obsługuje YouTube i Vimeo.,
SVG contains potentially unsafe content.,SVG zawiera potencjalnie niebezpieczną treść.,
Swatches,Próbki kolorów,
System Name,Nazwa systemu,
System URL,URL systemu,
Tags,Tagi,
Tap,Dotknij,
Taught by,Prowadzony przez,
Taught by a team of {0},Prowadzony przez zespół {0} osób,
Teaching students in a school/university,Nauczanie studentów w szkole/uczelni,
Template,Szablon,
Test {0},Test {0},
Test Cases,Przypadki testowe,
Test Connection,Testuj połączenie,
Test Quiz,Testuj quiz,
Test this Exercise,Przetestuj ćwiczenie,
text,tekst,
Text — free text / section header,Tekst — wolny tekst / nagłówek sekcji,
Thank you for providing your feedback.,Dziękujemy za podzielenie się opinią.,
The last day to schedule your evaluations is ,Ostatni dzień na zaplanowanie oceny: ,
There are no submissions for this assignment.,Brak zgłoszeń dla tego zadania.,
This badge has not been assigned to any students yet,Ta odznaka nie została jeszcze przypisana żadnemu studentowi,
This class has ended,Te zajęcia się zakończyły,
This course includes:,Ten kurs zawiera:,
This lesson is locked,Ta lekcja jest zablokowana,
This program consists of {0} courses,Ten program składa się z {0} kursów,
This quiz consists of {0} questions.,Ten quiz składa się z {0} pytań.,
This video contains {0} {1}:,To wideo zawiera {0} {1}:,
Time,Czas,
Time for a Quiz,Czas na quiz,
Time in Video,Czas w wideo,
Time in video exceeds the total duration of the video.,Czas w wideo przekracza całkowity czas trwania.,
Time in Video (minutes),Czas w wideo (minuty),
Timezone,Strefa czasowa,
Title,Tytuł,
Title cannot be empty.,Tytuł nie może być pusty.,
Title is required,Tytuł jest wymagany,
To,Do,
to close,aby zamknąć,
Today,Dzisiaj,
to embed a copyable chip.,aby osadzić kopiowany element.,
to navigate,aby nawigować,
to select,aby wybrać,
Total,Łącznie,
Total Marks,Łączna liczba punktów,
Total Questions,Łączna liczba pytań,
to view your feedback.,aby zobaczyć swoją opinię.,
Trainer / Instructor,Trener / instruktor,
Training employees in my company,Szkolenie pracowników w mojej firmie,
Training Feedback,Opinia ze szkolenia,
Transaction created successfully,Transakcja utworzona pomyślnie,
Transaction Details,Szczegóły transakcji,
Transaction updated successfully,Transakcja zaktualizowana pomyślnie,
Try again,Spróbuj ponownie,
Try Again,Spróbuj ponownie,
Twitter,Twitter,
Twitter ID,ID Twitter,
Type,Typ,
Type '/' for commands or select text to format,Naciśnij „/" aby wyświetlić komendy lub zaznacz tekst,
Type something,Wpisz coś,
Type your answer,Wpisz odpowiedź,
Unable to add member,Nie można dodać uczestnika,
Unable to create category,Nie można utworzyć kategorii,
Unable to update member,Nie można zaktualizować uczestnika,
Unattempted Questions,Pytania bez odpowiedzi,
Unavailability updated successfully,Niedostępność zaktualizowana pomyślnie,
(unnamed),(bez nazwy),
Unpublish,Cofnij publikację,
Unpublished,Nieopublikowane,
Unsplash,Unsplash,
(untitled),(bez tytułu),
Upcoming,Nadchodzące,
Upcoming Batches,Nadchodzące grupy,
Upcoming Evaluations,Nadchodzące oceny,
Upcoming Live Classes,Nadchodzące zajęcia na żywo,
Update,Aktualizuj,
Updated On,Zaktualizowano,
Upload,Prześlij,
Upload an image to replace the color.,Prześlij obraz aby zastąpić kolor.,
Upload Assignment,Prześlij zadanie,
Upload File,Prześlij plik,
Upload image instead,Zamiast tego prześlij obraz,
Uploading,Przesyłanie,
Uploading {0}%,Przesyłanie {0}%,
URL,URL,
Usage Limit,Limit użycia,
Use,Użyj,
Use HTML,Użyj HTML,
Use HTML content for the email response,Użyj treści HTML dla odpowiedzi e-mail,
User deleted,Użytkownik usunięty,
user rating,ocena użytkownika,
user ratings,oceny użytkowników,
User Roles,Role użytkownika,
Variables:,Zmienne:,
Video failed to load — you can still mark this lesson as viewed.,Nie udało się załadować wideo — możesz oznaczyć tę lekcję jako obejrzaną.,
Video Statistics,Statystyki wideo,
View all feedback,Zobacz wszystkie opinie,
View all reviews,Zobacz wszystkie recenzje,
View Applications,Zobacz zgłoszenia,
View Certificate,Zobacz certyfikat,
View Resume,Zobacz CV,
Visibility,Widoczność,
Visit Website,Odwiedź stronę,
Watch Time (mins),Czas oglądania (min),
Web Page,Strona internetowa,
Web page added to sidebar,Strona dodana do paska bocznego,
weeks,tygodnie,
What are Instructor Notes?,Czym są notatki instruktora?,
What best describes your role?,Co najlepiej opisuje Twoją rolę?,
What is this badge awarded for?,Za co przyznawana jest ta odznaka?,
What is your use case for Frappe Learning?,Jaki jest Twój cel korzystania z Frappe Learning?,
Where did you hear about us?,Skąd dowiedziałeś się o nas?,
Work Mode,Tryb pracy,
Write a Review,Napisz recenzję,
Write your answer here,Napisz tutaj swoją odpowiedź,
You are not permitted to access this page.,Nie masz uprawnień aby uzyskać dostęp do tej strony.,
 you are on a, jesteś na,
You can attempt this quiz {0}.,Możesz podjąć ten quiz {0}.,
You can do better,Możesz zrobić lepiej,
You cannot change the roles in read-only mode.,Nie możesz zmieniać ról w trybie tylko do odczytu.,
You can only upload {0} files,Możesz przesłać tylko {0} pliki,
You do not have permission to access this page.,Nie masz uprawnień aby uzyskać dostęp do tej strony.,
You have {0} {1} scheduled.,Masz zaplanowane {0} {1}.,
You have {0} upcoming {1}.,Masz {0} nadchodzących {1}.,
You have {0} upcoming {1} and {2} {3} scheduled.,Masz {0} nadchodzących {1} i {2} zaplanowanych {3}.,
You have applied,Złożono aplikację,
You have been enrolled in this batch,Zostałeś zapisany do tej grupy,
You have been enrolled in this course,Zostałeś zapisany na ten kurs,
You have not received any certificates yet.,Nie otrzymałeś jeszcze żadnych certyfikatów.,
You need to login first to enroll for this course,Musisz się zalogować aby zapisać się na kurs,
Your browser does not support the video tag.,Twoja przeglądarka nie obsługuje tagu wideo.,
Your calendar is set.,Twój kalendarz jest ustawiony.,
You're all caught up! Check back later for updates.,Jesteś na bieżąco! Sprawdź później czy są aktualizacje.,
Your enrollment in {{ batch_name }} is confirmed,Twój zapis do {{ batch_name }} jest potwierdzony,
You rock,Świetna robota,
Your Output,Twój wynik,
You've successfully submitted the assignment.,Zadanie zostało pomyślnie przesłane.,
You will have to complete the quiz to continue the video,Musisz ukończyć quiz aby kontynuować wideo,
Zen Mode,Tryb skupienia,
Zoom,Zoom,
Zoom Account,Konto Zoom,
Zoom Account created successfully,Konto Zoom utworzone pomyślnie,
Zoom account deleted successfully,Konto Zoom usunięte pomyślnie,
Zoom Account updated successfully,Konto Zoom zaktualizowane pomyślnie,
Lab,Laboratorium,
